Clan Tag,Tag,league,builderBaseLeague,role,attackWins,defenseWins,townHallLevel,name,expLevel,trophies,bestTrophies,donations,donationsReceived,builderHallLevel,builderBaseTrophies,bestBuilderBaseTrophies,warStars,clanCapitalContributions
%232QC89J0UP,%238RQRCJR9C,Unranked,Wood League IV,admin,0,0,11,Simple Luv,108,1655,1748,0,0,4,112,114,858,7000
%232QC89J0UP,%23LYJU2JC22,Gold League II,Copper League I,admin,8,1,10,Bintang_tayo,85,1645,1645,2,66,5,1904,1964,68,19850
%232QC89J0UP,%232LCR88GVC,Unranked,Copper League V,admin,0,0,10,ali sopana,125,1589,2917,0,0,5,1572,1677,477,11950
%232QC89J0UP,%23LGQ9JPVL,Unranked,Brass League III,coLeader,0,0,11,Putra Sampoerna,126,1480,2611,0,0,6,2182,2340,465,40100
%232QC89J0UP,%23QV8P9JVGQ,Unranked,Wood League V,admin,0,0,12,ahmad nawawi,57,1437,1499,0,0,2,70,70,57,1600
%232QC89J0UP,%2390JUUULPR,Unranked,Clay League III,admin,0,0,11,Miftha Agustina,103,1434,1649,0,104,4,705,705,669,3450
%232QC89J0UP,%2380UJUJVUL,Unranked,Copper League IV,admin,0,0,10,Siti Nasyia,109,1338,2053,0,0,5,1608,1638,762,3570
%232QC89J0UP,%23LGUJCPLYP,Unranked,Wood League V,admin,0,0,10,Navia Alsava,86,1269,1286,0,66,4,82,82,561,2100
%232QC89J0UP,%23LJU2L80J8,Unranked,Wood League IV,admin,0,0,10,Bilqis Aurora,85,1135,1135,0,65,4,110,110,579,315
%232QC89J0UP,%238P9C9JRRL,Unranked,Stone League I,admin,0,0,9,rehan,69,1107,1526,0,0,5,1423,1423,137,0
%232QC89J0UP,%23QLULG0U90,Unranked,Wood League V,admin,0,0,10,Asyifa Kirana,81,1044,1045,0,66,4,50,50,495,6110
%232QC89J0UP,%23QVVPQP9PQ,Unranked,Wood League II,member,0,0,8,Eclair2,40,746,1074,0,0,3,355,355,1,0
%232QC89J0UP,%23PGVUPCRPR,Unranked,Wood League I,admin,0,0,7,RAFANDI 12,41,615,868,0,0,3,414,416,0,100
%232QC89J0UP,%23G9ULGCP29,Unranked,Wood League IV,member,0,0,4,shakil,14,416,554,0,0,2,188,188,3,0
%23LQYQCQQJ,%238QLY9JVC8,Titan League II,Steel League II,leader,74,0,13,racxel,213,4645,5459,2898,5487,9,3498,4169,782,25200
%23LQYQCQQJ,%23988RLJG88,Champion League I,Iron League II,coLeader,42,1,12,racz24,206,3877,4088,5487,2898,8,2988,3161,801,19200
%23LQYQCQQJ,%232ULCLGP0V,Unranked,Brass League I,member,0,0,12,mharL24,165,2337,4082,0,0,6,2480,2567,314,0
%23LQYQCQQJ,%239RY0C2LJV,Unranked,Titanium League III,coLeader,0,0,11,doflamingo,155,2246,3311,0,0,8,3977,4487,420,0
%23LQYQCQQJ,%239YVLJJC09,Unranked,Brass League I,coLeader,0,0,10,Satellite8087,136,1839,3477,0,0,6,2535,2631,938,0
%23LQYQCQQJ,%23Y0JUVVRP2,Unranked,Brass League II,member,0,0,10,AJIJUL,113,1733,2551,0,0,7,2309,2716,131,100
%23LQYQCQQJ,%238UJQ9QJV9,Unranked,Wood League I,member,0,0,11,naruto,117,1675,2735,0,0,3,428,445,1270,0
%23LQYQCQQJ,%238R0QV0UGY,Unranked,Clay League V,member,0,0,9,GreMz,100,1364,2724,0,0,3,513,524,1068,0
%23LQYQCQQJ,%23U29UUR0R,Unranked,Stone League IV,coLeader,0,0,11,boy barurot,126,1359,2628,0,0,4,1191,1191,939,0
%23LQYQCQQJ,%2322Y298QVC,Unranked,Brass League II,coLeader,0,0,9,1 B@n@L 1,112,1329,2609,0,0,6,2221,2557,639,0
%23LQYQCQQJ,%238C2P2GLGR,Unranked,Wood League IV,member,0,0,9,D'G BOOOH!!!,100,1307,2800,0,0,3,111,111,1019,0
%23LQYQCQQJ,%238QRLURLYP,Unranked,Wood League V,coLeader,0,0,9,Sarah koh!,92,1297,2290,0,0,2,80,80,467,0
%23LQYQCQQJ,%232R8J0QC8P,Unranked,Copper League III,coLeader,0,0,9,mayeth,115,1297,3177,0,0,4,1777,1777,617,0
%23LQYQCQQJ,%2380L2C2GG8,Unranked,Wood League V,member,0,0,8,♥*COLEEN*♥,86,1195,2042,0,0,2,50,50,1006,0
%23LQYQCQQJ,%23YGCPGGQ9L,Unranked,Copper League II,member,0,0,8,FONTOKIS,66,1191,1624,0,0,5,1873,1986,12,0
%23LQYQCQQJ,%23YGP280U89,Unranked,Copper League IV,member,0,0,7,bad klauz ll,53,1177,2002,0,0,4,1697,1776,15,0
%23LQYQCQQJ,%238JGU20VRG,Unranked,Wood League III,member,0,0,8,☆bAkS☆,72,1176,2001,0,0,3,220,220,468,0
%23LQYQCQQJ,%238R8VR8R0L,Unranked,Wood League V,coLeader,0,0,7,ChaIRmaN,59,1122,1358,0,0,2,50,50,395,0
%23LQYQCQQJ,%23P2U8ULV00,Unranked,Wood League IV,coLeader,0,0,7,♥*KC`Jamaica*♥,63,1050,1492,0,0,2,110,110,125,0
%23LQYQCQQJ,%232RP9UULP2,Unranked,Wood League V,member,0,0,8,angelo,72,1004,1407,0,0,2,50,50,1145,0
%23LQYQCQQJ,%232UR2URQCL,Unranked,Wood League V,member,0,0,8,choyo,68,844,1523,0,0,2,50,50,176,0
%232QPJL2J8P,%23L8JQ29YL8,Titan League I,Steel League I,leader,9,2,16,Aminul Islam,200,4668,5092,374,53,10,3780,4075,1154,616043
%232QPJL2J8P,%23YJQV9GLGJ,Champion League I,Steel League II,coLeader,5,6,16,JastianTuTuL,163,3968,4269,0,0,10,3439,3609,929,1125532
%232QPJL2J8P,%23Q9GGCVCQP,Champion League II,Iron League II,coLeader,8,3,14,aMiNuL iSlAm,146,3560,3650,48,141,9,2915,3047,671,500845
%232QPJL2J8P,%23QR8LLRCV0,Champion League III,Steel League II,admin,27,4,14,haelchrist,173,3334,3465,0,0,10,3466,3715,629,752666
%232QPJL2J8P,%23L0L8QVCV,Master League I,Iron League I,admin,37,2,14,dashisno,168,3151,3824,5,0,9,3137,3247,638,129709
%232QPJL2J8P,%23Q9YJVVVCR,Unranked,Steel League II,admin,0,0,13,mridul,133,2228,2458,0,0,9,3427,3505,440,17950
%232QPJL2J8P,%23QJVQJG0LY,Crystal League III,Copper League II,admin,5,1,14,along,100,2101,2866,0,233,7,1898,1928,752,156110
%232QPJL2J8P,%23YU8JUVVVR,Gold League I,Brass League II,admin,1,1,11,chris,98,1818,1973,0,0,7,2231,2357,350,136438
%232QPJL2J8P,%23QQYUJJCJ8,Unranked,Copper League III,admin,0,0,11,Alpesh,90,1702,1903,0,0,5,1752,1809,69,0
%232QPJL2J8P,%23YJ0QGPJ8J,Gold League II,Copper League II,admin,1,0,12,young shady,76,1609,1679,0,0,7,1891,1913,0,5500
%232QPJL2J8P,%23G020RJLCV,Unranked,Brass League II,admin,0,0,12,ACC 1ku,65,1577,1705,0,0,8,2369,2456,61,120478
%232QPJL2J8P,%23QCV9Q88QY,Unranked,Copper League V,admin,0,0,10,TheMotorbus,93,1513,1521,0,0,5,1511,1532,68,216350
%232QPJL2J8P,%23Q9VC90GYC,Unranked,Copper League IV,admin,0,0,10,cornichon,80,1397,1411,0,0,5,1654,1761,82,234702
%232QPJL2J8P,%23QLGLPJGP9,Unranked,Copper League I,admin,0,0,10,saud,89,1340,1922,0,0,6,1902,2047,134,19575
%232QPJL2J8P,%23PLVV9GCL8,Unranked,Brass League III,member,0,0,10,TEKİN,85,1332,1606,0,0,6,2132,2239,14,2500
%232QPJL2J8P,%23QRRYYLC8R,Unranked,Copper League IV,admin,0,0,10,Villa neprix,56,1260,1549,0,0,5,1696,1771,28,16560
%232QPJL2J8P,%23PGGGR9YJ2,Unranked,Stone League II,admin,0,0,9,moon,78,1133,1568,0,0,5,1328,1478,38,24900
%232QPJL2J8P,%23G90RJ2PL2,Unranked,Copper League IV,admin,0,0,9,blue cheese,52,1107,1468,0,0,6,1671,1720,50,72791
%232QPJL2J8P,%23GYR0GY982,Silver League II,Stone League II,admin,1,1,9,Badi,55,1011,1181,0,0,5,1375,1426,16,45940
%232P9P8JPQ2,%239Y0RYPL8C,Champion League I,Brass League I,leader,6,0,12,Gokul,151,3929,4118,126,990,6,2421,2499,1478,109180
%232P9P8JPQ2,%23LRJJP2LV8,Master League I,Brass League III,coLeader,4,0,11,gokul,105,2978,3282,0,945,5,2098,2126,743,91153
%232P9P8JPQ2,%23Q0Q22GYVR,Crystal League II,Brass League III,coLeader,3,1,11,R-A-J-I-T-H,108,2304,2671,0,134,6,2102,2269,98,200108
%232P9P8JPQ2,%23Y8C92VUP8,Unranked,Brass League I,member,0,0,11,***JAGAN***,146,1970,2970,84,399,7,2468,2720,800,48130
%232P9P8JPQ2,%238PPRYQ8JY,Gold League I,Brass League III,member,50,2,11,☺☺prem ☺☺,112,1887,2291,0,822,7,2082,2184,760,0
%232P9P8JPQ2,%23YLJYGPLP8,Unranked,Brass League III,coLeader,0,0,12,reegan,128,1684,2776,3473,294,7,2167,2362,451,93549
%232P9P8JPQ2,%23LU0RYRC8V,Gold League II,Brass League III,admin,8,1,10,prem,100,1590,1885,0,61,7,2068,2251,68,49429
%232P9P8JPQ2,%23LVQUR9GJP,Gold League III,Stone League II,coLeader,1,1,11,cherry Franklin,97,1572,1658,0,61,5,1351,1354,296,7820
%232P9P8JPQ2,%239QJ0GQQQC,Unranked,Copper League III,coLeader,0,0,10,WHITE DEVIL,96,1567,1918,0,0,5,1780,1835,153,100
%232P9P8JPQ2,%239Y9C92VC2,Gold League III,Copper League III,member,2,1,10,Nithin (NT),103,1556,1944,0,0,5,1704,1704,232,100
%232P9P8JPQ2,%23QLVJPC2LL,Unranked,Brass League II,member,0,0,10,legend,104,1434,1867,0,0,6,2261,2290,37,4250
%232P9P8JPQ2,%23Q2L29QLLG,Unranked,Copper League III,member,0,0,10,mr achu,88,1428,1619,0,0,6,1745,1806,103,27492
%232P9P8JPQ2,%238P2LQ0P8P,Unranked,Copper League I,admin,0,0,10,CA CJ,93,1355,1703,0,0,5,1955,2020,131,30384
%232P9P8JPQ2,%23QVVLJRLRY,Silver League I,Wood League III,member,4,0,9,shereef,73,1264,1447,0,0,3,269,274,154,0
%232P9P8JPQ2,%23LVJQ2YUYQ,Unranked,Copper League II,member,0,0,9,Harishsajith,76,1271,1492,0,0,5,1868,1971,109,600
%232P9P8JPQ2,%23PCP0RVJY9,Unranked,Copper League II,admin,0,0,10,epic warrior,63,1141,1246,0,0,7,1841,1861,38,201777
%232P9P8JPQ2,%23GP0JJ8VYG,Unranked,Stone League II,admin,0,0,9,123456,47,1097,1153,0,0,5,1316,1346,0,400
%232P9P8JPQ2,%23GLJQ2LJJ2,Silver League II,Copper League III,member,7,1,9,Rishi_26,45,1015,1073,0,0,6,1782,1788,0,28069
%232P9P8JPQ2,%23Q8GU8LP9U,Unranked,Stone League II,member,0,0,12,MASTER,64,919,1460,0,0,4,1306,1306,165,40915
%232P9P8JPQ2,%23Q0LVCQC8R,Unranked,Clay League III,coLeader,0,0,9,s_a_n_t_a,66,902,1237,0,0,4,754,754,76,100
%232P9P8JPQ2,%23LVYQJ09YL,Unranked,Wood League II,member,0,0,8,STORM BREAKER,63,836,1286,0,0,3,337,337,115,7990
%232P9P8JPQ2,%23Q2J928CCC,Unranked,Copper League IV,member,0,0,7,❤sakthi❤,53,651,1187,0,0,4,1688,1760,18,0
%232P9P8JPQ2,%23PUYQY28Q8,Unranked,Wood League V,member,0,0,4,aaaa,13,294,328,0,0,2,40,40,0,0
%232G0Q0RVRC,%2389GQQQJQ2,Unranked,Steel League II,coLeader,0,0,13,SHANTO,220,3427,5002,0,0,9,3514,3740,1474,338602
%232G0Q0RVRC,%23QYJ0VJ2GJ,Champion League III,Iron League I,coLeader,8,0,16,sorabh,146,3322,4108,0,0,10,3034,3217,71,461292
%232G0Q0RVRC,%23Y908Y9C0Q,Master League II,Brass League I,coLeader,8,3,12,JUBED_16,142,2940,3583,11,0,7,2505,2688,605,700055
%232G0Q0RVRC,%23G8LU8GLU2,Master League II,Brass League I,coLeader,55,0,11,jeet,111,2986,3232,0,0,8,2537,2558,252,325423
%232G0Q0RVRC,%239Y8QL0L0L,Master League II,Steel League III,coLeader,9,1,12,Andy,152,2898,3241,0,0,9,3215,3384,419,703493
%232G0Q0RVRC,%2392JVJPYRU,Master League III,Steel League II,coLeader,1,0,13,Hridoy,175,2731,4106,0,0,10,3521,3593,938,542927
%232G0Q0RVRC,%232Y9Y929RP,Master League III,Iron League III,coLeader,0,0,12,Deep,133,2666,3053,0,0,9,2652,2808,797,172202
%232G0Q0RVRC,%23YGC8RJV80,Master League III,Brass League I,coLeader,11,2,13,mallika biswas,133,2612,2943,22,0,9,2578,2757,242,167342
%232G0Q0RVRC,%23QQYUQ220Y,Unranked,Copper League I,coLeader,0,0,12,Saymon,122,2636,3241,0,0,6,1907,2029,747,346826
%232G0Q0RVRC,%232RL8RCJGJ,Unranked,Brass League III,coLeader,0,0,15,BLACK STON,146,2524,3318,0,0,7,2103,2246,570,352109
%232G0Q0RVRC,%232CL99C9Y2,Unranked,Brass League III,leader,0,0,12,Preyosi,144,2412,3207,0,0,7,2130,2350,1432,201768
%232G0Q0RVRC,%239L9LJV2J2,Unranked,Copper League I,coLeader,0,0,11,♥SpRihA♥,116,1710,2611,0,0,5,1910,2034,992,75001
%232G0Q0RVRC,%23G2GJY2YP2,Unranked,Copper League IV,coLeader,0,0,11,Shanto Chapter9,64,1486,2048,0,0,5,1643,1677,188,78557
%232G0Q0RVRC,%23PVUL2JLJ9,Unranked,Copper League IV,coLeader,0,0,10,July,91,1315,1661,0,0,5,1689,1734,528,52943
%232G0Q0RVRC,%23GP8VYVYVJ,Unranked,Copper League II,member,0,0,9,BoMi,75,1224,2073,0,0,6,1878,2063,98,69658
%232G0Q0RVRC,%23G9GJUCRG0,Unranked,Clay League I,coLeader,0,0,9,Zara gaming,57,1223,1290,0,0,4,992,1051,131,39510
%232G0Q0RVRC,%23GYGG9V09V,Unranked,Stone League II,coLeader,0,0,9,Alina Ana,61,1138,1373,0,0,5,1323,1323,165,48164
%232G0Q0RVRC,%23GYRCLUY0U,Unranked,Stone League III,coLeader,0,0,9,OVRO,69,1043,1342,0,0,5,1224,1224,120,126413
%232G0Q0RVRC,%23G9L8YYUL2,Unranked,Clay League I,coLeader,0,0,8,Sristy,50,828,1307,0,0,3,966,966,95,33072
%232G0Q0RVRC,%23GY0VLRYU0,Unranked,Clay League V,coLeader,0,0,8,Sompa gaming,45,820,1254,0,0,3,537,545,107,33020
%232G0Q0RVRC,%23G22YVRCGR,Unranked,Wood League III,coLeader,0,0,8,Sumona,47,782,1278,0,0,3,257,257,103,27690
%232G0Q0RVRC,%23G2LYVYUL0,Unranked,Clay League IV,coLeader,0,0,8,popok,38,760,1263,0,0,3,680,680,93,15090
%232G0Q0RVRC,%23Q0Y8U802V,Unranked,Stone League I,coLeader,0,0,8,Abhishek,54,716,893,0,0,4,1489,1507,17,35300
%232G0Q0RVRC,%23G8R08P9JC,Unranked,,coLeader,0,0,4,CFC,11,237,245,0,0,0,0,0,0,0
%232GP9GQCCR,%23LQUYCQQ8,Legend League,Titanium League II,coLeader,64,1,16,Patrick1,245,5229,5525,2935,4016,10,4013,4678,3127,1820380
%232GP9GQCCR,%23CJ29V9R0,Legend League,Titanium League II,coLeader,58,1,16,romy,236,5150,5487,3811,3642,10,4157,4620,3795,1136758
%232GP9GQCCR,%232LU8RRPC,Legend League,Titanium League III,coLeader,58,3,16,Moro,234,5087,5572,3879,3861,10,3992,4785,3948,1132808
%232GP9GQCCR,%238JU9G0Y2G,Legend League,Titanium League III,leader,58,2,16,mandu,227,5199,5403,3171,3961,10,3964,4418,3857,1124202
%232GP9GQCCR,%2380Y9P8Q8P,Legend League,Titanium League II,coLeader,57,0,16,patrick,226,5073,5499,4054,3960,10,4065,4381,3991,1011014
%232GP9GQCCR,%232L0PVGQU2,Legend League,Titanium League II,coLeader,59,0,15,rukot,223,5040,5299,4284,3760,10,4104,4290,3413,1021092
%232GP9GQCCR,%23LUQPC8CPP,Titan League I,Iron League III,coLeader,58,1,14,abdul,168,4868,5110,3466,2209,9,2784,2869,913,898545
%232GP9GQCCR,%23PPL0QUC9G,Gold League I,Brass League III,member,42,0,9,sunil,90,1805,2140,73,154,7,2036,2036,155,400
%232GP9GQCCR,%23QRRQ0GURG,Gold League I,Brass League III,member,24,1,9,gangata,76,1810,1839,0,185,7,2179,2336,7,15700
%232GP9GQCCR,%23GY9CRRRGQ,Gold League II,Brass League III,admin,6,1,12,dondonplanto,68,1647,1693,0,0,9,2007,2119,5,100391
%232GP9GQCCR,%23GP0LUUGLU,Gold League III,Copper League I,coLeader,26,1,10,Romy2,67,1558,1563,55,26,6,1979,2071,65,84974
%232GP9GQCCR,%23G8QLY99QP,Gold League III,Copper League II,member,36,1,10,MAZ,63,1540,1540,0,0,6,1833,1896,43,61439
%232GP9GQCCR,%23GPYQU02LP,Gold League III,Brass League III,member,6,1,9,roman,82,1355,1466,0,122,6,2121,2331,69,5250
%232GP9GQCCR,%23G299RPY2P,Unranked,Brass League II,member,0,0,10,suya,73,1220,1535,0,0,6,2324,2325,34,87502
%232GP9GQCCR,%23LPY2208YG,Unranked,Copper League IV,member,0,0,9,#BAD-JOKER#,81,1227,2005,0,0,5,1620,1669,117,122934
%232GP9GQCCR,%23QP089P2RU,Silver League II,Copper League II,member,23,0,9,月亮兔,52,1176,1404,0,215,6,1850,1918,24,25100
%232GP9GQCCR,%23GYVVLURPV,Unranked,Stone League I,member,0,0,11,OBITO,57,1028,1087,0,0,6,1498,1622,0,1600
%232GP9GQCCR,%23G099JYUL8,Unranked,Stone League V,member,0,0,9,gurubaba_Gamer,38,1019,1024,0,0,4,1007,1120,0,7676
%232GP9GQCCR,%23GY02Q00LV,Silver League III,Copper League IV,member,7,2,8,D.I,51,912,967,175,111,6,1668,1777,2,16154
%232GP9GQCCR,%23G8P8RUYJR,Silver League III,Clay League IV,admin,3,0,8,Bro Dom,42,867,981,0,75,4,653,653,12,250
%232GP9GQCCR,%23QCY0RP8CJ,Unranked,Copper League IV,admin,0,0,8,Jerms.,50,845,1160,0,0,7,1605,1709,0,4250
%232GP9GQCCR,%23GQ9LC2YJ0,Silver League III,Clay League IV,admin,0,1,8,Arianne,42,891,1215,0,0,4,666,667,1,100
%232GP9GQCCR,%23PC0YGG8JG,Unranked,Stone League I,member,0,0,8,shosho,53,852,1270,0,0,6,1456,1679,6,100
%232GP9GQCCR,%23G82089VCJ,Unranked,Clay League II,member,0,0,9,Nicholas,39,844,998,0,0,4,866,881,0,400
%232GP9GQCCR,%23QUR9998PV,Silver League III,Copper League II,admin,0,0,8,PĂCAT:((,52,753,891,0,20,5,1874,1951,8,11300
%232GP9GQCCR,%23GP9G8CGY8,Unranked,Stone League IV,member,0,0,8,GHOST MA,60,743,1357,0,0,4,1179,1186,15,82920
%232GP9GQCCR,%23GPQVRGGJV,Unranked,Wood League IV,member,0,0,7,cj09,34,728,910,0,0,3,119,120,0,100
%23Y2ULPVUR,%23LGYL9JUG,Legend League,Steel League III,coLeader,19,4,15,*Nobitski*,214,4994,5127,0,301,9,3238,4234,2334,1000168
%23Y2ULPVUR,%232L8PC20UR,Titan League II,Steel League II,coLeader,10,2,16,BossDagzzz,220,4498,4626,129,0,10,3408,4136,2136,451693
%23Y2ULPVUR,%23L8UUPP99C,Unranked,Titanium League I,coLeader,0,0,13,FrozenKnives,190,3601,5031,0,0,10,4346,4346,801,783671
%23Y2ULPVUR,%23YVPLL2RLL,Champion League II,Iron League III,member,11,4,15,kardo,156,3590,3964,0,0,9,2763,3022,891,701272
%23Y2ULPVUR,%232P8QC8PPL,Champion League III,Brass League III,member,3,0,13,@@Lady*Sansa@@,206,3197,4234,0,0,8,2119,2496,2033,124325
%23Y2ULPVUR,%23LQPUVGJ88,Unranked,Iron League III,admin,0,0,15,Boss_Sam,188,2833,4017,81,0,8,2684,2819,1200,333493
%23Y2ULPVUR,%23LLJYVL0YP,Unranked,Brass League I,member,0,0,13,LESxGaming,125,2785,3755,0,0,7,2511,2612,168,257688
%23Y2ULPVUR,%2388GGGC9,Unranked,Brass League I,admin,0,0,13,#HandSam#,213,2744,4123,210,0,7,2590,2695,1831,274196
%23Y2ULPVUR,%2390PGC0JUQ,Crystal League I,Iron League III,member,1,2,12,★♥Mystic♥★,160,2589,3223,0,0,9,2729,2869,695,324846
%23Y2ULPVUR,%23L8G8VG8Q,Unranked,Iron League III,admin,0,0,13,DriZzle07,187,2555,3869,66,0,7,2638,2684,1879,222926
%23Y2ULPVUR,%232VYCGCY0,Unranked,Iron League I,admin,0,0,12,Ly-anne,173,2456,3366,0,0,9,3094,3186,1367,121478
%23Y2ULPVUR,%23PJCVU00PV,Unranked,Brass League II,admin,0,0,12,Smallfeet,136,2442,3240,0,0,8,2396,2656,275,50051
%23Y2ULPVUR,%23L9YPY9928,Crystal League I,Brass League II,admin,15,0,11,❤️MsRipley❤️,108,2419,2438,0,0,6,2207,2289,367,328323
%23Y2ULPVUR,%232U0UVGJQJ,Unranked,Iron League II,admin,0,0,12,momoxhien,185,2300,3692,0,0,9,2824,3051,966,144972
%23Y2ULPVUR,%23LJ0GG0UG0,Unranked,Brass League I,coLeader,0,0,12,Precious,128,2246,2725,0,0,7,2548,2594,278,398493
%23Y2ULPVUR,%23LGJV09V2V,Unranked,Copper League I,admin,0,0,11,Loki,110,2179,2622,0,0,6,1921,1977,264,304139
%23Y2ULPVUR,%23LRQU2GGCR,Unranked,Brass League III,coLeader,0,0,11,Jande,111,2073,2169,0,0,6,2188,2242,126,308301
%23Y2ULPVUR,%23L0JGYR9CQ,Crystal League III,Iron League III,member,2,0,11,✨Sarah Ann✨,115,2063,2417,0,99,8,2628,2672,100,84467
%23Y2ULPVUR,%23LV2P8QGRC,Crystal League III,Iron League II,admin,6,3,13,░N͢͢͢eͥliͣxͫ,132,2010,2979,30,122,8,2830,2879,513,313509
%23Y2ULPVUR,%238LPGR9G9R,Unranked,Brass League I,member,0,0,14,SIXTH SENSE,227,1908,4015,0,0,8,2477,2540,2391,40955
%23Y2ULPVUR,%23YUJ2YPUPJ,Unranked,Copper League IV,admin,0,0,12,rodmar bayawak,91,1715,2071,0,0,6,1674,1933,163,106879
%23Y2ULPVUR,%23928V00J2U,Unranked,Brass League II,member,0,0,11,RYOMA,139,1691,3386,0,0,7,2337,2497,1143,46456
%23Y2ULPVUR,%2382YP2QPG,Unranked,Brass League II,admin,0,0,11,BabyFlow,128,1671,1769,0,0,6,2286,2325,442,369153
%23Y2ULPVUR,%23G9LY9998V,Gold League II,Copper League II,member,8,2,9,llJoshyyyyyyll,77,1637,1715,0,0,5,1866,1936,74,193971
%23Y2ULPVUR,%23LJPR0VYPL,Unranked,Brass League III,admin,0,0,10,Hyper Killer,103,1545,2060,0,0,6,2199,2350,39,175186
%23Y2ULPVUR,%23PGV88Y2UC,Unranked,Brass League III,member,0,0,10,xCryzhie,96,1520,2114,0,0,6,2056,2341,82,213915
%23Y2ULPVUR,%23LQPYGQQQL,Unranked,Copper League II,admin,0,0,11,•PLUG•,76,1515,1626,0,0,6,1860,2093,0,29550
%23Y2ULPVUR,%2388RJPJL08,Unranked,Copper League II,admin,0,0,11,shaira,121,1497,2686,35,0,6,1818,2049,1328,58948
%23Y2ULPVUR,%239RRG0QG8P,Unranked,Copper League IV,member,0,0,10,mr.chmpgn,89,1436,1980,0,0,5,1640,1659,117,86255
%23Y2ULPVUR,%23QU0PC0CGV,Unranked,Copper League V,leader,0,0,10,Kazper,66,1293,1472,0,0,6,1582,1813,35,169119
%23Y2ULPVUR,%23QQ0QURC2Y,Unranked,Copper League IV,admin,0,0,10,ChocoBaby,89,1292,1296,0,0,5,1624,1627,70,324896
%23Y2ULPVUR,%23QV8UGPLCU,Silver League I,Stone League IV,admin,0,1,11,EMPEROR,91,1218,2338,0,67,5,1165,1182,191,189945
%23Y2ULPVUR,%23YVYRYG92L,Unranked,Brass League II,admin,0,0,13,lit,93,1125,1608,0,0,9,2284,2322,0,111023
%23Y2ULPVUR,%23Q09VJ8V8Q,Unranked,Wood League II,admin,0,0,9,UTOT,74,1111,2860,0,0,3,344,349,74,250
%23Y2ULPVUR,%23QRCJY8U2C,Unranked,Copper League III,admin,0,0,9,Minx,73,1067,1129,0,0,5,1718,1795,21,144328
%23Y2ULPVUR,%23GYRYYQCLG,Unranked,Clay League I,admin,0,0,8,Lily,56,744,887,0,0,4,911,952,0,76475
%232QJQRGUCY,%2329V20VCG,Unranked,Iron League I,admin,0,0,14,까까율이,218,2546,3672,4208,495,9,3122,3980,914,353894
%232QJQRGUCY,%23LP8CP0PVR,Unranked,Brass League II,coLeader,0,0,14,Yul0805,116,2428,2694,0,462,9,2362,2577,384,402931
%232QJQRGUCY,%23G8Q8G8PVC,Unranked,Brass League II,coLeader,0,0,13,my yul,106,2356,2391,0,400,9,2269,2411,330,280364
%232QJQRGUCY,%23Y0V80P9L,Unranked,Iron League I,admin,0,0,15,바람에몸실어,213,2355,3711,1520,525,9,3050,4017,727,226352
%232QJQRGUCY,%23G9QYJ2G8J,Unranked,Clay League III,coLeader,0,0,12,Kongsuny,85,1918,1937,0,360,5,780,800,363,199215
%232QJQRGUCY,%23G0UV98P0V,Unranked,Copper League III,coLeader,0,0,12,콩콩,93,1871,1871,0,201,7,1738,1876,253,223416
%232QJQRGUCY,%23G90C8Q2P8,Unranked,Copper League V,coLeader,0,0,12,콩콩이,88,1744,1782,0,256,6,1591,1672,293,211684
%232QJQRGUCY,%23G90Y2RCG2,Unranked,Copper League III,leader,0,0,12,콩콩사마,90,1727,1761,0,335,7,1762,1807,258,189890
%232QJQRGUCY,%23G90GUYU99,Unranked,Clay League III,admin,0,0,12,adam805,86,1643,1672,0,272,5,771,771,334,174414
%232QJQRGUCY,%23G9VL0P922,Unranked,Clay League IV,admin,0,0,12,YJlove,81,1599,1629,0,305,4,660,663,338,160408
%232QJQRGUCY,%23G29PYG2RQ,Unranked,Wood League I,admin,0,0,12,이콩콩,89,1608,1734,0,264,5,469,469,307,208092
%232QJQRGUCY,%23YUVUC8RYY,Unranked,Brass League II,admin,0,0,13,콩콩2,127,1605,2296,0,368,8,2315,2594,283,199545
%232QJQRGUCY,%23G92GLVGC8,Unranked,Stone League III,admin,0,0,12,hoylady,84,1570,1578,0,272,6,1252,1252,393,295054
%232QJQRGUCY,%23G2Q08980V,Unranked,Stone League I,member,0,0,11,유리,77,1511,1511,0,266,6,1485,1572,408,325063
%232QJQRGUCY,%23G92CPPGJU,Unranked,Copper League II,admin,0,0,12,esther,92,1489,1657,0,134,7,1822,1891,264,278122
%232QJQRGUCY,%23G9PJ8PV29,Unranked,Stone League I,admin,0,0,12,maboy,85,1486,1515,0,132,6,1433,1433,345,305057
%232QJQRGUCY,%23G98U28RLU,Unranked,Stone League III,admin,0,0,12,박오노야로,88,1480,1667,0,236,6,1237,1264,318,276677
%232QJQRGUCY,%23QVU2JL8GV,Unranked,Stone League IV,admin,0,0,12,포유,85,1480,1526,0,198,6,1150,1150,327,233354
%232QJQRGUCY,%23QCU80CJRJ,Unranked,Clay League II,admin,0,0,11,jialove,68,1445,1447,0,101,6,861,861,137,278765
%232QJQRGUCY,%23QRVPUPP2R,Unranked,Clay League V,admin,0,0,11,BBo,80,1402,1421,0,101,4,594,594,302,163932
%232QJQRGUCY,%23QCJY9J0JJ,Unranked,Wood League III,admin,0,0,11,이오노야로,76,1348,1363,0,0,5,234,239,226,186011
%232QJQRGUCY,%23G8UGR9U9R,Unranked,Clay League IV,member,0,0,11,콩콩율이,52,1192,1211,0,35,4,682,682,0,173433
